Status,Source Page,Source Row,Association,Challenge Name,OCR Name,OCR Association,Start Date,End Date,Golfers,Ranked Golfers,Scores Posted,Metric Source
Completed,1,5,Alabama Golf Association,Highland Park Golf Course Challenge,Highland Park Golf Course Challenge,Alabama Golf Association,2025-10-01,2025-10-31,25,4,43,full-page OCR | full-page OCR | full-page OCR
Completed,1,6,Rochester District Golf Association,RDGA October Cragie Brae Challenge,RDGA October Cragie Brae Challenge,Rochester District Golf Associat..,2025-10-01,2025-10-31,8,5,20,corrected detail | full-page OCR | full-page OCR
Completed,1,7,Texas Golf Association,Champion Lakes Golf Course Challenge,Champion Lakes Golf Course Challenge,Texas Golf Association,2025-11-01,2025-11-30,54,24,162,full-page OCR | full-page OCR | full-page OCR
Completed,1,8,Rochester District Golf Association,RDGA October Durand Eastman Challenge,RDGA October Durand Eastman Challenge,Rochester District Golf Associat…..,2025-10-01,2025-10-31,5,0,3,full-page OCR | corrected detail | corrected detail
Completed,1,9,Florida State Golf Association,Spessard Holland Golf Course Challenge,Spessard Holland Golf Course Challenge|,Florida State Golf Association,2025-03-14,2025-05-14,20,8,66,full-page OCR | corrected detail | full-page OCR
Completed,1,10,Florida State Golf Association,Habitat Golf Club Challenge,Habitat Golf Club Challenge,Florida State Golf Association,2025-03-14,2025-05-14,62,33,348,full-page OCR | full-page OCR | full-page OCR
Completed,1,11,Nevada Golf,Las Vegas National Challenge,Las Vegas National Challenge,Nevada Golf,2025-03-14,2025-05-14,128,37,324,full-page OCR | full-page OCR | full-page OCR
Completed,1,12,Nevada Golf,Boulder City Muni Challenge,Boulder City Muni Challenge,Nevada Golf,2025-03-14,2025-05-14,99,60,503,full-page OCR | full-page OCR | full-page OCR
Completed,1,13,Northern California Golf Association,Haggin Oaks - MacKenzie Challenge,Haggin Oaks - MacKenzie Challenge,Northern California Golf Associ.,2025-03-14,2025-05-14,185,61,448,full-page OCR | full-page OCR | full-page OCR
Completed,1,14,Northern California Golf Association,Black Horse Challenge,Black Horse Challenge,Northern California Golf Associ….,2025-03-14,2025-05-14,98,28,198,full-page OCR | full-page OCR | full-page OCR
Completed,1,15,Northern California Golf Association,The Course at Wente Vineyards Challenge,The Course at Wente Vineyards Challenge,Northern California Golf Associ..,2025-03-14,2025-05-14,130,48,569,full-page OCR | full-page OCR | full-page OCR
Completed,1,16,Louisiana Golf Association,Querbes Park GC Challenge,Querbes Park GC Challenge,Louisiana Golf Association,2025-03-14,2025-05-14,66,45,380,full-page OCR | full-page OCR | full-page OCR
Completed,1,17,Alabama Golf Association,Gulf Shores Golf Club Challenge,Gulf Shores Golf Club Challenge,Alabama Golf Association,2025-12-02,2025-12-31,15,8,56,full-page OCR | full-page OCR | full-page OCR
Completed,1,18,Alabama Golf Association,Highland Park Golf Course Challenge,Highland Park Golf Course Challenge,Alabama Golf Association,2025-12-02,2025-12-31,15,3,19,full-page OCR | row-context OCR | full-page OCR
Completed,1,19,Alabama Golf Association,Timberline Golf Club Challenge,Timberline Golf Club Challenge,Alabama Golf Association,2025-12-02,2025-12-31,23,13,73,full-page OCR | full-page OCR | full-page OCR
Completed,1,20,Virginia State Golf Association,Heron Ridge Golf Club Challenge,Heron Ridge Golf Club Challenge,Virginia State Golf Association,2025-10-24,2025-11-14,34,13,88,full-page OCR | full-page OCR | full-page OCR
Completed,1,21,Louisiana Golf Association,Timberlane G&RC GHIN Challenge,Timberlane G&RC GHIN Challenge,Louisiana Golf Association,2025-10-09,2025-10-31,4,4,18,full-page OCR | full-page OCR | full-page OCR
Completed,1,22,Florida State Golf Association,Marcus Pointe Golf Club Challenge,Marcus Pointe Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,58,26,197,full-page OCR | full-page OCR | full-page OCR
Completed,1,23,Metropolitan Golf Association,Links on the Bayou Challenge,Links on the Bayou Challenge,Louisiana Golf Association,2025-03-14,2025-05-14,17,6,55,full-page OCR | full-page OCR | full-page OCR
Completed,1,24,Utah Golf Association,Southgate GC Challenge,Southgate GC Challenge,Utah Golf Association,2025-03-14,2025-05-14,52,15,110,full-page OCR | full-page OCR | full-page OCR
Completed,1,25,Utah Golf Association,St George GC Challenge,St George GC Challenge,Utah Golf Association,2025-03-14,2025-05-14,34,6,70,full-page OCR | full-page OCR | full-page OCR
Completed,2,1,Metropolitan Golf Association,Papago Golf Course Challenge,Papago Golf Course Challenge,Arizona Golf Association,2025-03-14,2025-05-14,116,32,229,full-page OCR | full-page OCR | full-page OCR
Completed,2,2,Arizona Golf Association,Dobson Ranch Golf Course Challenge,Dobson Ranch Golf Course Challenge,Arizona Golf Association,2025-03-14,2025-05-14,113,35,275,full-page OCR | full-page OCR | full-page OCR
Completed,2,3,Arizona Golf Association,Randolph North Challenge,Randolph North Challenge,Arizona Golf Association,2025-03-14,2025-05-14,87,35,220,full-page OCR | full-page OCR | full-page OCR
Completed,2,4,Southern California Golf Association,Vista Valencia GC (Vista) Challenge,Vista Valencia GC (Vista) Challenge,Southern California Golf Associ..,2025-03-14,2025-05-14,98,50,404,full-page OCR | full-page OCR | full-page OCR
Completed,2,5,Alabama Golf Association,Lakes/Cypress Challenge,Twin Oaks Golf Course Challenge,Southern California Golf Associ.,2025-03-14,2025-05-14,144,32,269,full-page OCR | full-page OCR | full-page OCR
Completed,2,6,Southern California Golf Association,Los Verdes Golf Course Challenge,Los Verdes Golf Course Challenge,Southern California Golf Associ.,2025-03-14,2025-05-14,191,101,741,full-page OCR | full-page OCR | full-page OCR
Completed,2,7,Alabama Golf Association,Valley Course Challenge,Valley Course Challenge,Alabama Golf Association,2025-12-02,2025-12-31,19,4,29,full-page OCR | full-page OCR | full-page OCR
Completed,2,8,GAP,GAP Challenge - Win Prizes at Allentown M...,GAP Challenge - Win Prizes at Allentown M...,GAP,2025-10-14,2025-11-14,50,14,106,full-page OCR | full-page OCR | full-page OCR
Completed,2,9,Alabama Golf Association,Azalea City Golf Course Challenge,Azalea City Golf Course Challenge,Alabama Golf Association,2025-12-02,2025-12-31,12,4,25,full-page OCR | full-page OCR | full-page OCR
Completed,2,10,Nebraska Golf Association,NebGolf Fall Challenge - Wayne CC,NebGolf Fall Challenge - Wayne CC|,Nebraska Golf Association,2025-10-01,2025-10-31,11,6,26,full-page OCR | full-page OCR | full-page OCR
Completed,2,11,Texas Golf Association,"Arlington Golf Assoc, Tierra Verde Golf Clu...","Arlington Golf Assoc, Tierra Verde Golf Clu...",Texas Golf Association,2026-02-01,2026-02-28,26,5,48,full-page OCR | full-page OCR | full-page OCR
Completed,2,12,Tennessee Golf Association,GreyStone Golf Club Challenge - October,GreyStone Golf Club Challenge - October,Tennessee Golf Association,2025-10-19,2025-10-31,14,1,19,full-page OCR | full-page OCR | full-page OCR
Completed,2,13,Rochester District Golf Association,RDGA October Lima Charleston Pines Chall...,RDGA October Lima Charleston Pines Chal...,Rochester District Golf Associat.,2025-10-01,2025-10-31,11,2,20,full-page OCR | full-page OCR | full-page OCR
Completed,2,14,Greater Cincinnati Golf Association,World of Golf Challenge,Tri County Golf Ranch Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,0,0,0,corrected detail | corrected detail | corrected detail
Completed,2,15,Ohio Golf Association,Safari GC Challenge,July Safari GC Challenge,Ohio Golf Association,2026-07-01,2026-07-31,27,3,33,full-page OCR | full-page OCR | full-page OCR
Completed,2,16,Golf Association of Michigan,WASHTENAW GOLF CLUB Challenge,WASHTENAW GOLF CLUB Challenge,Golf Association of Michigan,2025-10-01,2025-10-31,32,16,124,full-page OCR | full-page OCR | full-page OCR
Completed,2,17,Southern California Golf Association,Los Verdes Golf Course Challenge,Los Verdes Golf Course Challenge,Southern California Golf Associ...,2025-10-06,2025-10-31,88,25,150,full-page OCR | full-page OCR | full-page OCR
Completed,2,18,Indiana Golf Association,The Warren Golf Course at Notre Dame Ch...,The Warren Golf Course at Notre Dame Ch…..,Indiana Golf Association,2025-10-06,2025-10-31,20,5,38,full-page OCR | full-page OCR | full-page OCR
Completed,2,19,Utah Golf Association,Highlands Challenge,Highlands Challenge,Alabama Golf Association,2025-12-02,2025-12-31,17,6,32,full-page OCR | full-page OCR | full-page OCR
Completed,2,20,Golf Association of Michigan,MICHAYWE PINES GOLF COURSE Challenge,MICHAYWE PINES GOLF COURSE Challenge,Golf Association of Michigan,2025-10-01,2025-10-31,5,0,4,full-page OCR | corrected detail | full-page OCR
Completed,2,21,Louisiana Golf Association,Chennault Park GC GHIN Course Challenge,Chennault Park GC GHIN Course Challenge,Louisiana Golf Association,2025-10-09,2025-10-31,5,0,4,corrected detail | corrected detail | full-page OCR
Completed,2,22,Rochester District Golf Association,RDGA October Silver Lake Challenge,RDGA October Silver Lake Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,5,0,5,full-page OCR | corrected detail | full-page OCR
Completed,2,23,Minnesota Golf Association,Baker National Golf Course Challenge,Baker National Golf Course Challenge,Minnesota Golf Association,2025-10-20,2025-10-31,22,4,36,full-page OCR | full-page OCR | full-page OCR
Completed,2,24,GAP,Gap Challenge - Win Prizes at The Rookery,Gap Challenge - Win Prizes at The Rookery.,GAP,2025-10-14,2025-11-14,47,19,147,full-page OCR | full-page OCR | full-page OCR
Completed,2,25,Rochester District Golf Association,RDGA October Centerpointe Challenge,RDGA October Centerpointe Challenge,Rochester District Golf Associat..,2025-10-01,2025-10-31,8,4,24,corrected detail | full-page OCR | full-page OCR
Completed,3,1,South Dakota Golf Association,Bakker Crossing Golf Course Challenge,Bakker Crossing Golf Course Challenge,South Dakota Golf Association,2025-10-19,2025-10-31,18,3,28,full-page OCR | row-context OCR | full-page OCR
Completed,3,2,Florida State Golf Association,Heritage Isles Golf & Country Club Challenge,Heritage Isles Golf & Country Club Challenge,Florida State Golf Association,2025-11-15,2025-12-14,47,25,143,full-page OCR | full-page OCR | full-page OCR
Completed,3,3,Rochester District Golf Association,RDGA October Livingston Challenge,RDGA October Livingston Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,14,5,49,full-page OCR | full-page OCR | full-page OCR
Completed,3,4,South Dakota Golf Association,The Bluffs Challenge,The Bluffs Challenge,South Dakota Golf Association,2025-10-19,2025-10-31,5,1,6,full-page OCR | full-page OCR | full-page OCR
Completed,3,5,Nebraska Golf Association,NebGolf Fall Challenge - Jackrabbit Run GC,NebGolf Fall Challenge - Jackrabbit Run GC,Nebraska Golf Association,2025-10-01,2025-10-31,7,3,18,full-page OCR | full-page OCR | full-page OCR
Completed,3,6,Tennessee Golf Association,Ted Rhodes Golf Course Challenge - October,Ted Rhodes Golf Course Challenge - October,Tennessee Golf Association,2025-10-19,2025-10-31,12,1,16,full-page OCR | full-page OCR | full-page OCR
Completed,3,7,Mass Golf,GREEN HILL GOLF COURSE Challenge,GREEN HILL GOLF COURSE Challenge,Mass Golf,2025-10-15,2025-11-14,24,10,78,full-page OCR | full-page OCR | full-page OCR
Completed,3,8,Alabama Golf Association,Pine Hill Country Club Challenge,Pine Hill Country _Club Challenge,Alabama Golf Association,2026-01-06,2026-02-28,5,1,7,row-context OCR | full-page OCR | full-page OCR
Completed,3,9,Alabama Golf Association,Colonial Golf Club Challenge,Colonial Golf Club Challenge,Alabama Golf Association,2026-01-06,2026-02-28,29,13,135,full-page OCR | full-page OCR | full-page OCR
Completed,3,10,Montana State Golf Association,2026 GHIN Challenge @ Bill Roberts Golf...,2026 GHIN Challenge@ Bill Roberts Golf….,Montana State Golf Association,2026-05-01,2026-05-31,109,64,439,full-page OCR | full-page OCR | full-page OCR
Completed,3,11,Iowa Golf Association,The Fall GHIN-Off at The Ridge,The Fall GHIN-Off at The Ridge,lowa Golf Association,2025-10-08,2025-10-31,39,20,193,full-page OCR | full-page OCR | full-page OCR
Completed,3,12,Texas Golf Association,Tempest Golf Club Challenge,Tempest Golf Club Challenge,Texas Golf Association,2025-11-01,2025-11-30,33,15,95,full-page OCR | full-page OCR | full-page OCR
Completed,3,13,Alabama Golf Association,Ross Bridge Golf Course Challenge,Ross Bridge Golf Course Challenge,Alabama Golf Association,2025-10-01,2025-10-31,43,1,43,full-page OCR | full-page OCR | full-page OCR
Completed,3,14,Tennessee Golf Association,Henry Horton Golf Challenge- October,Henry Horton Golf Challenge- October,Tennessee Golf Association,2025-10-19,2025-10-31,3,0,2,full-page OCR | corrected detail | full-page OCR
Completed,3,15,Texas Golf Association,Sherrill Park Course #1 Challenge,Sherrill Park Course w1 Challenge,Texas Golf Association,2025-11-01,2025-11-30,89,17,143,full-page OCR | full-page OCR | full-page OCR
Completed,3,16,Virginia State Golf Association,Stonewall Golf Club Challenge,Stonewall Golf Club Challenge,Virginia State Golf Association,2025-10-24,2025-11-14,14,0,12,full-page OCR | corrected detail | full-page OCR
Completed,3,17,New Jersey Golf,Francis Byrne Golf Course Challenge,Francis Byrne Golf Course Challenge,New Jersey Golf,2025-10-18,2025-11-14,87,19,161,full-page OCR | full-page OCR | full-page OCR
Completed,3,18,Florida State Golf Association,Lansbrook Golf Club Challenge,Lansbrook Golf Club Challenge,Florida State Golf Association,2025-11-15,2025-12-14,32,11,70,full-page OCR | full-page OCR | full-page OCR
Completed,3,19,Southern California Golf Association,Santa Barbara Golf Club Challenge,Santa Barbara Golf Club Challenge,Southern California Golf Associ….,2025-10-06,2025-10-31,53,20,113,full-page OCR | full-page OCR | full-page OCR
Completed,3,20,Virginia State Golf Association,Blue Hills Golf Club Challenge,Blue Hills Golf Club Challenge,Virginia State Golf Association,2025-10-24,2025-11-14,17,6,36,full-page OCR | full-page OCR | full-page OCR
Completed,3,21,Alabama Golf Association,Ol Colony Golf Complex Challenge,Ol' Colony Golf Complex Challenge,Alabama Golf Association,2025-12-02,2025-12-31,11,3,21,full-page OCR | full-page OCR | full-page OCR
Completed,3,22,Golf Association of Michigan,LINCOLN HILLS GOLF CLUB Challenge,LINCOLN HILLS GOLF CLUB Challenge,Golf Association of Michigan,2025-10-01,2025-10-31,29,13,87,full-page OCR | full-page OCR | full-page OCR
Completed,3,23,Montana State Golf Association,MSGA Challenge - Beaverhead GC,MSGA Challenge - Beaverhead GC,Montana State Golf Association,2025-10-06,2025-10-31,2,1,3,full-page OCR | full-page OCR | full-page OCR
Completed,3,24,Alabama Golf Association,Falls Challenge,Falls Challenge,Alabama Golf Association,2025-12-02,2025-12-31,21,1,26,full-page OCR | full-page OCR | full-page OCR
Completed,3,25,Texas Golf Association,Jersey Meadow Golf Course Challenge,Jersey Meadow Golf Course Challenge,Texas Golf Association,2025-11-01,2025-11-30,53,13,99,full-page OCR | full-page OCR | full-page OCR
Completed,4,1,Oklahoma Golf Association,Kickingbird Golf Club Challenge,Kickingbird Golf Club Challenge,Oklahoma Golf Association,2025-10-15,2025-11-30,55,18,129,full-page OCR | full-page OCR | full-page OCR
Completed,4,2,Alabama Golf Association,Cumberland Lake Golf Course Challenge,Cumberland Lake Golf Course Challenge,Alabama Golf Association,2026-01-06,2026-02-28,7,4,43,full-page OCR | full-page OCR | full-page OCR
Completed,4,3,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ…..,2026-06-01,2026-08-14,95,22,279,full-page OCR | full-page OCR | full-page OCR
Completed,4,4,Nebraska Golf Association,NebGolf Fall Challenge - Sky View GC,NebGolf Fall Challenge - Sky View GC,Nebraska Golf Association,2025-10-01,2025-10-31,11,6,53,full-page OCR | full-page OCR | full-page OCR
Completed,4,5,New Jersey Golf,Howell Park Golf Course Challenge,Howell Park Golf Course Challenge,New Jersey Golf,2025-10-18,2025-11-14,48,4,66,full-page OCR | full-page OCR | full-page OCR
Completed,4,6,Minnesota Golf Association,Valleywood Golf Course Challenge,Valleywood Golf Course Challenge,Minnesota Golf Association,2025-10-20,2025-10-31,4,0,3,full-page OCR | corrected detail | row-context OCR
Completed,4,7,Florida State Golf Association,Clearwater Country Club Challenge,Clearwater Country_Club Challenge,Florida State Golf Association,,2025-12-14,33,18,167,full-page OCR | full-page OCR | full-page OCR
Completed,4,8,Rochester District Golf Association,RDGA October Terry Hills East North (1-18...,RDGA October Terry Hills East North (1•1...,Rochester District Golf Associat…..,2025-10-01,2025-10-31,10,0,10,full-page OCR | corrected detail | full-page OCR
Completed,4,9,Rochester District Golf Association,RDGA October Lima Island Oaks Challenge,RDGA October Lima Island Oaks Challenge,Rochester District Golf Associat….,2025-10-01,2025-10-31,5,2,10,full-page OCR | full-page OCR | full-page OCR
Completed,4,10,New Jersey Golf,Quail Brook Golf Course Challenge,Quail Brook Golf Course Challenge,New Jersey Golf,2025-10-18,2025-11-14,38,6,50,full-page OCR | full-page OCR | full-page OCR
Completed,4,11,Rochester District Golf Association,RDGA October Sycamore Challenge,RDGA October Sycamore Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,30,10,62,full-page OCR | full-page OCR | full-page OCR
Completed,4,12,Rochester District Golf Association,RDGA October Salmon Creek Challenge,ROGA October Salmon Creek Challenge,Rochester District Golf Associat…,2025-10-01,2025-10-31,9,4,21,corrected detail | full-page OCR | full-page OCR
Completed,4,13,Rochester District Golf Association,RDGA October Old Hickory Challenge,RDGA October Old Hickory _Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,6,3,20,corrected detail | full-page OCR | full-page OCR
Completed,4,14,Tennessee Golf Association,Towhee Club Challenge - October,Towhee Club Challenge - October,Tennessee Golf Association,2025-10-19,2025-10-31,12,1,14,full-page OCR | full-page OCR | full-page OCR
Completed,4,15,Alabama Golf Association,The Pines of Chatom Challenge,The Pines of Chatom Challenge,Alabama Golf Association,2026-01-06,2026-02-28,9,6,31,full-page OCR | full-page OCR | full-page OCR
Completed,4,16,Golf Association of Michigan,NORTHVILLE HILLS GC Challenge,NORTHVILLE HILLS GC Challenge,Golf Association of Michigan,2025-10-01,2025-10-31,53,8,85,full-page OCR | corrected detail | full-page OCR
Completed,4,17,Iowa Golf Association,The Fall GHIN-Off at Waveland,The Fall GHIN-Off at Waveland,lowa Golf Association,2025-10-08,2025-10-31,32,10,64,full-page OCR | full-page OCR | full-page OCR
Completed,4,18,Greater Cincinnati Golf Association,Blue/Red Challenge,Blue/Red Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,5,1,7,full-page OCR | full-page OCR | full-page OCR
Completed,4,19,Alabama Golf Association,Twin Pines Challenge,Twin Pines Challenge,Alabama Golf Association,2026-03-03,2026-05-31,1,0,2,full-page OCR | corrected detail | row-context OCR
Completed,4,20,Alabama Golf Association,Goose Pond Colony Challenge,Goose Pond Colony_Challenge,Alabama Golf Association,2025-12-02,2025-12-31,5,2,12,full-page OCR | full-page OCR | full-page OCR
Completed,4,21,Rochester District Golf Association,RDGA October Deerfield North/South (1-1...,RDGA October Deerfeld North/South (1-1…..,Rochester District Golf Associat…,2025-10-01,2025-10-31,43,19,105,full-page OCR | full-page OCR | full-page OCR
Completed,4,22,Rochester District Golf Association,RDGA October Victor Hills North Challenge,RDGA October Victor Hills North Challenge,Rochester District Golf Associat…..,2025-10-01,2025-10-31,11,8,55,full-page OCR | corrected detail | full-page OCR
Completed,4,23,Texas Golf Association,"Clay/Kizer Golf Club, Roy Kizer Challenge","Clay/Kizer Golf Club, Roy Kizer Challenge",Texas Golf Association,2025-11-01,2025-11-30,94,15,136,full-page OCR | full-page OCR | full-page OCR
Completed,4,24,Rochester District Golf Association,RDGA October Twin Hills Challenge,ROGA October Twin Hills Challenge,Rochester District Golf Associat…..,2025-10-01,2025-10-31,10,0,11,full-page OCR | corrected detail | full-page OCR
Completed,4,25,Rochester District Golf Association,RDGA October Wayne Hills Challenge,RDGA October Wayne Hills Challenge,Rochester District Golf Associat….,2025-10-01,2025-10-31,37,15,106,full-page OCR | full-page OCR | full-page OCR
Completed,5,1,Rochester District Golf Association,RDGA October Webster Challenge,RDGA October LeRoy_Challenge,Rochester District Golf Associat…,2025-10-01,2025-10-31,0,0,9,visual zero | visual zero | full-page OCR
Completed,5,2,Rochester District Golf Association,RDGA October Hickory Ridge Challenge,RDGA October Hickory Ridge Challenge,Rochester District Golf Associat….,2025-10-01,2025-10-31,2,1,5,full-page OCR | full-page OCR | full-page OCR
Completed,5,3,Rochester District Golf Association,RDGA October Conesus Challenge,RDGA October Conesus Challenge,Rochester District Golf Associat..,2025-10-01,2025-10-31,6,1,9,full-page OCR | full-page OCR | full-page OCR
Completed,5,4,Connecticut State Golf Association,Rockledge GC 2025 Season End Challenge,Rockledge GC 2025 Season End Challenge,Connecticut State Golf Associat...,2025-10-01,2025-11-14,69,19,172,full-page OCR | full-page OCR | full-page OCR
Completed,5,5,Iowa Golf Association,The Fall GHIN-Off at Prairie Links,The Fall GHIN-Off at Prairie Links,lowa Golf Association,2025-10-08,2025-10-31,22,9,65,full-page OCR | full-page OCR | full-page OCR
Completed,5,6,New Jersey Golf,Hominy Hill Golf Course Challenge,Hominy Hill Golf Course Challenge,Now Jersey Golf,2025-10-18,2025-11-14,101,21,163,full-page OCR | full-page OCR | full-page OCR
Completed,5,7,Idaho Golf Association,Gooding Country Club Challenge,Gooding Country _Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,6,3,25,visual review | corrected detail | full-page OCR
Completed,5,8,Rochester District Golf Association,RDGA October Mill Creek Challenge,ROGA October Mill Creek Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,21,7,45,full-page OCR | full-page OCR | full-page OCR
Completed,5,9,Alabama Golf Association,Woodward Golf & Country Club Challenge,Woodward Golf & Country_Club Challenge,Alabama Golf Association,2026-01-06,2026-02-28,18,9,77,full-page OCR | full-page OCR | full-page OCR
Completed,5,10,Montana State Golf Association,2026 GHIN Challenge @ Spanish Peaks Mo...,2026 GHIN Challenge_@ Judith Shadows..,Montana State Golf Association,2026-07-01,2026-07-31,3,0,4,full-page OCR | visual zero | full-page OCR
Completed,5,11,GAP,GAP Challenge - Win Prizes at Overlook,GAP Challenge - Win Prizes at Overlook,GAP,2025-10-17,2025-11-15,27,11,61,full-page OCR | full-page OCR | full-page OCR
Completed,5,12,Alabama Golf Association,Cider Ridge Golf Club Challenge,Cider Ridge Golf Club Challenge,Alabama Golf Association,2025-12-02,2025-12-31,7,1,10,full-page OCR | full-page OCR | full-page OCR
Completed,5,13,Montana State Golf Association,2026 GHIN Challenge @ Airport Golf Club ...,2026 GHIN Challenge_@ Airport Golf Club.,Montana State Golf Association,2026-06-01,2026-06-30,2,0,0,full-page OCR | corrected detail | corrected detail
Completed,5,14,Montana State Golf Association,2026 GHIN Challenge @ Polson Bay Cham...,2026 GHIN Challenge_@ Polson Bay_Cham…,Montana State Golf Association,2026-07-01,2026-07-31,95,58,474,full-page OCR | full-page OCR | full-page OCR
Completed,5,15,Oklahoma Golf Association,Page Stone Creek Challenge,Page Stone Creek Challenge,Oklahoma Golf Association,2025-10-15,2025-11-30,22,8,53,full-page OCR | full-page OCR | full-page OCR
Completed,5,16,Oklahoma Golf Association,Lincoln Park West Challenge,Lincoln Park West Challenge,Oklahoma Golf Association,2025-10-15,2025-11-30,43,6,72,full-page OCR | full-page OCR | full-page OCR
Completed,5,17,South Dakota Golf Association,Meadowbrook Golf Course Challenge,Meadowbrook Golf Course Challenge,South Dakota Golf Association,2025-10-19,2025-10-31,12,4,28,full-page OCR | full-page OCR | full-page OCR
Completed,5,18,Mass Golf,CRANBERRY VALLEY GOLF COURSE Challenge,CRANBERRY VALLEY GOLF COURSE Challe...,Mass Golf,2025-10-15,2025-11-14,38,7,66,full-page OCR | full-page OCR | full-page OCR
Completed,5,19,Mass Golf,SAGAMORE SPRING GOLF CLUB Challenge,SAGAMORE SPRING GOLF CLUB Challenge,Mass Golf|,2025-10-15,2025-11-14,43,10,71,full-page OCR | full-page OCR | full-page OCR
Completed,5,20,Florida State Golf Association,Dunedin Golf Club Challenge,Dunedin Golf Club Challenge,Florida State Golf Association,2025-11-15,2025-12-14,69,33,257,full-page OCR | full-page OCR | full-page OCR
Completed,5,21,Rochester District Golf Association,ROGA October The Links at Greystone Chal...,RDGA October The Links at Greystone Chal….,Rochester District Golf Associat..,2025-10-01,2025-10-31,34,10,75,full-page OCR | full-page OCR | full-page OCR
Completed,5,22,Southern California Golf Association,Coronado Golf Club Challenge,Coronado Golf Club Challenge,Southern California Golf Associ..,2025-10-06,2025-10-31,83,12,139,full-page OCR | full-page OCR | full-page OCR
Completed,5,23,Alabama Golf Association,Valley Course Challenge,Valley Course Challenge,Alabama Golf Association,2025-10-01,2025-10-31,49,9,76,full-page OCR | full-page OCR | full-page OCR
Completed,5,24,Montana State Golf Association,MSGA Challenge - Lake Hills GC,MSGA Challenge - Lake Hills GC,Montana State Golf Association,2025-10-06,2025-10-31,15,1,23,full-page OCR | full-page OCR | full-page OCR
Completed,5,25,Rochester District Golf Association,RDGA October Eagle Vale Challenge,RDGA October Eagle Vale Challenge,Rochester District Golf Associat…,2025-10-01,2025-10-31,11,1,17,full-page OCR | full-page OCR | full-page OCR
Completed,6,1,Alabama Golf Association,Alpine Bay Golf Club Challenge,Alpine Bay Golf Club Challenge,Alabama Golf Association,2026-01-06,2026-02-28,8,4,25,corrected detail | full-page OCR | full-page OCR
Completed,6,2,Rochester District Golf Association,RDGA October Batavia Challenge,RDGA October Batavia Challenge,Rochester District Golf Associat…..,2025-10-01,2025-10-31,9,3,22,full-page OCR | full-page OCR | full-page OCR
Completed,6,3,Rochester District Golf Association,RDGA October Morgan's Crossing Challenge,RDGA October Morgan's Crossing Challenge,Rochester District Golf Associat.,2025-10-01,2025-10-31,12,2,19,full-page OCR | corrected detail | full-page OCR
Completed,6,4,Metropolitan Golf Association,2026 GHIN Challenge @ Chinook Golf Clu...,2026 GHIN Challenge @ Chinook Golf Clu…,Montana State Golf Association,2026-05-01,2026-05-31,1,0,1,full-page OCR | visual review | full-page OCR
Completed,6,5,Alabama Golf Association,Blackberry Trail Challenge,Blackberry Trail Challenge,Alabama Golf Association,2025-12-02,2025-12-31,6,4,16,full-page OCR | full-page OCR | full-page OCR
Completed,6,6,Rochester District Golf Association,RDGA October Ravenwood Challenge,RDGA October Ravenwood Challenge,Rochester District Golf Associat..,2025-10-01,2025-10-31,42,11,110,full-page OCR | full-page OCR | full-page OCR
Completed,6,7,Nebraska Golf Association,NebGolf Fall Challenge - Highlands GC,NebGolf Fall Challenge - Highlands GC,Nebraska Golf Association,2025-10-01,2025-10-31,56,8,84,full-page OCR | corrected detail | full-page OCR
Completed,6,8,Metropolitan Golf Association,2026 Summer Showdown - Palmer Hills,2026 Summer Showdown - Palmer Hills,lowa Golf Association,2026-06-15,2026-07-15,51,29,202,full-page OCR | full-page OCR | full-page OCR
Completed,6,9,Connecticut State Golf Association,Rolling Meadows CC 2025 Season End Cha...,Rolling Meadows CC 2025 Season End Cha...,Connecticut State Golf Associat...,2025-10-01,2025-11-14,22,4,33,full-page OCR | full-page OCR | full-page OCR
Completed,6,10,Alabama Golf Association,Ridge Course Challenge,Ridge Course Challenge,Alabama Golf Association,2025-12-02,2025-12-31,8,2,15,corrected detail | full-page OCR | full-page OCR
Completed,6,11,Montana State Golf Association,2026 GHIN Challenge @ Chinook Golf Clu...,2026 GHIN Challenge@ Beaver Creok Gol..,Montana State Golf Association,2026-06-01,2026-06-30,2,1,5,full-page OCR | full-page OCR | visual review
Completed,6,12,Southern California Golf Association,Encinitas Ranch Golf Course Challenge,Encinitas Ranch Golf Course Challenge,Southern California Golf Associ….,2025-10-06,2025-10-31,89,18,153,full-page OCR | full-page OCR | full-page OCR
Completed,6,13,Indiana Golf Association,Ackerman-Allen Course Challenge,Ackerman-Allen Course Challenge,Indiana Golf Association,2025-10-10,2025-10-31,12,2,17,full-page OCR | full-page OCR | full-page OCR
